"year","county_id","county_name","income_group","mean_hh_income","absolute_change","change_rate","change_rate_gap_from_5th_quintile"
2011,"34021",Mercer,"2nd Quintile",57953,-1444,-0.024,-0.018
2011,"34021",Mercer,"1st Quintile",19125,-2905,-0.132,0.090
2010,"34021",Mercer,Top 5 Percent,585312,-114625,-0.164,0.097
2010,"34021",Mercer,All,99689,462,0.005,-0.072
2010,"34021",Mercer,"5th Quintile",338012,-24441,-0.067,0.000
2010,"34021",Mercer,"4th Quintile",157084,1353,0.009,-0.076
2010,"34021",Mercer,"3rd Quintile",99617,-10,0.000,-0.067
2010,"34021",Mercer,"2nd Quintile",56872,-2525,-0.043,-0.024
2010,"34021",Mercer,"1st Quintile",21268,-762,-0.035,-0.032
2009,"34021",Mercer,Top 5 Percent,673996,-25941,-0.037,0.059
2009,"34021",Mercer,All,102295,3068,0.031,-0.009
2009,"34021",Mercer,"5th Quintile",370299,7846,0.022,0.000
2009,"34021",Mercer,"4th Quintile",159251,3520,0.023,-0.001
2009,"34021",Mercer,"3rd Quintile",102934,3307,0.033,-0.011
2009,"34021",Mercer,"2nd Quintile",59831,434,0.007,0.015
2009,"34021",Mercer,"1st Quintile",20506,-1524,-0.069,0.091
2008,"34021",Mercer,Top 5 Percent,644985,-54952,-0.079,0.080
2008,"34021",Mercer,All,104998,5771,0.058,-0.057
2008,"34021",Mercer,"5th Quintile",362916,463,0.001,0.000
2008,"34021",Mercer,"4th Quintile",164966,9235,0.059,-0.058
2008,"34021",Mercer,"3rd Quintile",104784,5157,0.052,-0.051
2008,"34021",Mercer,"2nd Quintile",61603,2206,0.037,-0.036
2008,"34021",Mercer,"1st Quintile",21772,-258,-0.012,0.013
2007,"34021",Mercer,Top 5 Percent,601858,-98079,-0.140,0.115
2007,"34021",Mercer,All,103804,4577,0.046,-0.071
2007,"34021",Mercer,"5th Quintile",353331,-9122,-0.025,0.000
2007,"34021",Mercer,"4th Quintile",163511,7780,0.050,-0.075
2007,"34021",Mercer,"3rd Quintile",103791,4164,0.042,-0.067
2007,"34021",Mercer,"2nd Quintile",61764,2367,0.040,-0.065
2007,"34021",Mercer,"1st Quintile",23016,986,0.045,-0.070
2006,"34021",Mercer,Top 5 Percent,699937,0,0.000,0.000
2006,"34021",Mercer,All,99227,0,0.000,0.000
2006,"34021",Mercer,"5th Quintile",362453,0,0.000,0.000
2006,"34021",Mercer,"4th Quintile",155731,0,0.000,0.000
2006,"34021",Mercer,"3rd Quintile",99627,0,0.000,0.000
2006,"34021",Mercer,"2nd Quintile",59397,0,0.000,0.000
2006,"34021",Mercer,"1st Quintile",22030,0,0.000,0.000
2017,"34021",Mercer,Top 5 Percent,712419,12482,0.018,0.069
2017,"34021",Mercer,All,98730,-497,-0.005,0.092
2017,"34021",Mercer,"5th Quintile",394052,31599,0.087,0.000
2017,"34021",Mercer,"4th Quintile",160990,5259,0.034,0.053
2017,"34021",Mercer,"3rd Quintile",98295,-1332,-0.013,0.100
2017,"34021",Mercer,"2nd Quintile",55708,-3689,-0.062,0.149
2017,"34021",Mercer,"1st Quintile",18416,-3614,-0.164,0.251
2016,"34021",Mercer,Top 5 Percent,688138,-11799,-0.017,0.058
2016,"34021",Mercer,All,98889,-338,-0.003,0.044
2016,"34021",Mercer,"5th Quintile",377478,15025,0.041,0.000
2016,"34021",Mercer,"4th Quintile",158374,2643,0.017,0.024
2016,"34021",Mercer,"3rd Quintile",99591,-36,0.000,0.041
2016,"34021",Mercer,"2nd Quintile",56832,-2565,-0.043,0.084
2016,"34021",Mercer,"1st Quintile",18497,-3533,-0.160,0.201
2015,"34021",Mercer,Top 5 Percent,593049,-106888,-0.153,0.101
2015,"34021",Mercer,All,93416,-5811,-0.059,0.007
2015,"34021",Mercer,"5th Quintile",343742,-18711,-0.052,0.000
2015,"34021",Mercer,"4th Quintile",153177,-2554,-0.016,-0.036
2015,"34021",Mercer,"3rd Quintile",94765,-4862,-0.049,-0.003
2015,"34021",Mercer,"2nd Quintile",53845,-5552,-0.093,0.041
2015,"34021",Mercer,"1st Quintile",19450,-2580,-0.117,0.065
2014,"34021",Mercer,Top 5 Percent,622652,-77285,-0.110,0.088
2014,"34021",Mercer,All,96865,-2362,-0.024,0.002
2014,"34021",Mercer,"5th Quintile",354509,-7944,-0.022,0.000
2014,"34021",Mercer,"4th Quintile",154994,-737,-0.005,-0.017
2014,"34021",Mercer,"3rd Quintile",96718,-2909,-0.029,0.007
2014,"34021",Mercer,"2nd Quintile",55035,-4362,-0.073,0.051
2014,"34021",Mercer,"1st Quintile",18203,-3827,-0.174,0.152
2013,"34021",Mercer,Top 5 Percent,584838,-115099,-0.164,0.098
2013,"34021",Mercer,All,93088,-6139,-0.062,-0.004
2013,"34021",Mercer,"5th Quintile",338362,-24091,-0.066,0.000
2013,"34021",Mercer,"4th Quintile",148251,-7480,-0.048,-0.018
2013,"34021",Mercer,"3rd Quintile",93203,-6424,-0.064,-0.002
2013,"34021",Mercer,"2nd Quintile",54248,-5149,-0.087,0.021
2013,"34021",Mercer,"1st Quintile",18436,-3594,-0.163,0.097
2012,"34021",Mercer,Top 5 Percent,643250,-56687,-0.081,0.048
2012,"34021",Mercer,All,90675,-8552,-0.086,0.053
2012,"34021",Mercer,"5th Quintile",350333,-12120,-0.033,0.000
2012,"34021",Mercer,"4th Quintile",149312,-6419,-0.041,0.008
2012,"34021",Mercer,"3rd Quintile",92606,-7021,-0.070,0.037
2012,"34021",Mercer,"2nd Quintile",53476,-5921,-0.100,0.067
2012,"34021",Mercer,"1st Quintile",18816,-3214,-0.146,0.113
2023,"34021",Mercer,Top 5 Percent,603976,-95961,-0.137,0.105
2023,"34021",Mercer,All,96152,-3075,-0.031,-0.001
2023,"34021",Mercer,"5th Quintile",350890,-11563,-0.032,0.000
2023,"34021",Mercer,"4th Quintile",153979,-1752,-0.011,-0.021
2023,"34021",Mercer,"3rd Quintile",93783,-5844,-0.059,0.027
2023,"34021",Mercer,"2nd Quintile",51782,-7615,-0.128,0.096
2023,"34021",Mercer,"1st Quintile",17038,-4992,-0.227,0.195
2022,"34021",Mercer,Top 5 Percent,603230,-96707,-0.138,0.111
2022,"34021",Mercer,All,99614,387,0.004,-0.031
2022,"34021",Mercer,"5th Quintile",352726,-9727,-0.027,0.000
2022,"34021",Mercer,"4th Quintile",159836,4105,0.026,-0.053
2022,"34021",Mercer,"3rd Quintile",100315,688,0.007,-0.034
2022,"34021",Mercer,"2nd Quintile",57038,-2359,-0.040,0.013
2022,"34021",Mercer,"1st Quintile",16523,-5507,-0.250,0.223
2021,"34021",Mercer,Top 5 Percent,682302,-17635,-0.025,0.061
2021,"34021",Mercer,All,98664,-563,-0.006,0.042
2021,"34021",Mercer,"5th Quintile",375322,12869,0.036,0.000
2021,"34021",Mercer,"4th Quintile",155829,98,0.001,0.035
2021,"34021",Mercer,"3rd Quintile",98837,-790,-0.008,0.044
2021,"34021",Mercer,"2nd Quintile",57514,-1883,-0.032,0.068
2021,"34021",Mercer,"1st Quintile",17377,-4653,-0.211,0.247
2019,"34021",Mercer,Top 5 Percent,658484,-41453,-0.059,0.070
2019,"34021",Mercer,All,95039,-4188,-0.042,0.053
2019,"34021",Mercer,"5th Quintile",366420,3967,0.011,0.000
2019,"34021",Mercer,"4th Quintile",156547,816,0.005,0.006
2019,"34021",Mercer,"3rd Quintile",96689,-2938,-0.029,0.040
2019,"34021",Mercer,"2nd Quintile",54560,-4837,-0.081,0.092
2019,"34021",Mercer,"1st Quintile",15140,-6890,-0.313,0.324
2018,"34021",Mercer,Top 5 Percent,668492,-31445,-0.045,0.060
2018,"34021",Mercer,All,98152,-1075,-0.011,0.026
2018,"34021",Mercer,"5th Quintile",367753,5300,0.015,0.000
2018,"34021",Mercer,"4th Quintile",156661,930,0.006,0.009
2018,"34021",Mercer,"3rd Quintile",99466,-161,-0.002,0.017
2018,"34021",Mercer,"2nd Quintile",56263,-3134,-0.053,0.068
2018,"34021",Mercer,"1st Quintile",18050,-3980,-0.181,0.196
2011,"42091",Montgomery,Top 5 Percent,606728,-11887,-0.019,0.001
2011,"42091",Montgomery,All,103775,-4379,-0.040,0.022
2011,"42091",Montgomery,"5th Quintile",340239,-6088,-0.018,0.000
2011,"42091",Montgomery,"4th Quintile",156927,-3365,-0.021,0.003
2011,"42091",Montgomery,"3rd Quintile",104055,-4461,-0.041,0.023
2011,"42091",Montgomery,"2nd Quintile",63394,-4709,-0.069,0.051
2011,"42091",Montgomery,"1st Quintile",24426,-3242,-0.117,0.099
2010,"42091",Montgomery,Top 5 Percent,604908,-13707,-0.022,0.010
2010,"42091",Montgomery,All,106000,-2154,-0.020,0.008
2010,"42091",Montgomery,"5th Quintile",342074,-4253,-0.012,0.000
2010,"42091",Montgomery,"4th Quintile",159218,-1074,-0.007,-0.005
2010,"42091",Montgomery,"3rd Quintile",105716,-2800,-0.026,0.014
2010,"42091",Montgomery,"2nd Quintile",65536,-2567,-0.038,0.026
2010,"42091",Montgomery,"1st Quintile",27408,-260,-0.009,-0.003
2009,"42091",Montgomery,Top 5 Percent,651025,32410,0.052,-0.015
2009,"42091",Montgomery,All,106873,-1281,-0.012,0.049
2009,"42091",Montgomery,"5th Quintile",359274,12947,0.037,0.000
2009,"42091",Montgomery,"4th Quintile",159429,-863,-0.005,0.042
2009,"42091",Montgomery,"3rd Quintile",107545,-971,-0.009,0.046
2009,"42091",Montgomery,"2nd Quintile",68022,-81,-0.001,0.038
2009,"42091",Montgomery,"1st Quintile",27655,-13,0.000,0.037
2008,"42091",Montgomery,Top 5 Percent,657806,39191,0.063,-0.024
2008,"42091",Montgomery,All,111104,2950,0.027,0.012
2008,"42091",Montgomery,"5th Quintile",359843,13516,0.039,0.000
2008,"42091",Montgomery,"4th Quintile",164584,4292,0.027,0.012
2008,"42091",Montgomery,"3rd Quintile",111170,2654,0.024,0.015
2008,"42091",Montgomery,"2nd Quintile",67635,-468,-0.007,0.046
2008,"42091",Montgomery,"1st Quintile",26784,-884,-0.032,0.071
2007,"42091",Montgomery,Top 5 Percent,720885,102270,0.165,-0.066
2007,"42091",Montgomery,All,109333,1179,0.011,0.088
2007,"42091",Montgomery,"5th Quintile",380491,34164,0.099,0.000
2007,"42091",Montgomery,"4th Quintile",163175,2883,0.018,0.081
2007,"42091",Montgomery,"3rd Quintile",109151,635,0.006,0.093
2007,"42091",Montgomery,"2nd Quintile",67438,-665,-0.010,0.109
2007,"42091",Montgomery,"1st Quintile",27737,69,0.002,0.097
2006,"42091",Montgomery,Top 5 Percent,618615,0,0.000,0.000
2006,"42091",Montgomery,All,108154,0,0.000,0.000
2006,"42091",Montgomery,"5th Quintile",346327,0,0.000,0.000
2006,"42091",Montgomery,"4th Quintile",160292,0,0.000,0.000
2006,"42091",Montgomery,"3rd Quintile",108516,0,0.000,0.000
2006,"42091",Montgomery,"2nd Quintile",68103,0,0.000,0.000
2006,"42091",Montgomery,"1st Quintile",27668,0,0.000,0.000
2017,"42091",Montgomery,Top 5 Percent,710912,92297,0.149,-0.025
2017,"42091",Montgomery,All,108870,716,0.007,0.117
2017,"42091",Montgomery,"5th Quintile",389306,42979,0.124,0.000
2017,"42091",Montgomery,"4th Quintile",171031,10739,0.067,0.057
2017,"42091",Montgomery,"3rd Quintile",110290,1774,0.016,0.108
2017,"42091",Montgomery,"2nd Quintile",67854,-249,-0.004,0.128
2017,"42091",Montgomery,"1st Quintile",26527,-1141,-0.041,0.165
2016,"42091",Montgomery,Top 5 Percent,652916,34301,0.055,-0.008
2016,"42091",Montgomery,All,107120,-1034,-0.010,0.057
2016,"42091",Montgomery,"5th Quintile",362670,16343,0.047,0.000
2016,"42091",Montgomery,"4th Quintile",162274,1982,0.012,0.035
2016,"42091",Montgomery,"3rd Quintile",107688,-828,-0.008,0.055
2016,"42091",Montgomery,"2nd Quintile",64797,-3306,-0.049,0.096
2016,"42091",Montgomery,"1st Quintile",26074,-1594,-0.058,0.105
2015,"42091",Montgomery,Top 5 Percent,678822,60207,0.097,-0.025
2015,"42091",Montgomery,All,107396,-758,-0.007,0.079
2015,"42091",Montgomery,"5th Quintile",371274,24947,0.072,0.000
2015,"42091",Montgomery,"4th Quintile",162241,1949,0.012,0.060
2015,"42091",Montgomery,"3rd Quintile",107451,-1065,-0.010,0.082
2015,"42091",Montgomery,"2nd Quintile",65157,-2946,-0.043,0.115
2015,"42091",Montgomery,"1st Quintile",25472,-2196,-0.079,0.151
2014,"42091",Montgomery,Top 5 Percent,609117,-9498,-0.015,0.003
2014,"42091",Montgomery,All,102724,-5430,-0.050,0.038
2014,"42091",Montgomery,"5th Quintile",342082,-4245,-0.012,0.000
2014,"42091",Montgomery,"4th Quintile",156353,-3939,-0.025,0.013
2014,"42091",Montgomery,"3rd Quintile",102602,-5914,-0.054,0.042
2014,"42091",Montgomery,"2nd Quintile",62103,-6000,-0.088,0.076
2014,"42091",Montgomery,"1st Quintile",25091,-2577,-0.093,0.081
2013,"42091",Montgomery,Top 5 Percent,663738,45123,0.073,-0.032
2013,"42091",Montgomery,All,101052,-7102,-0.066,0.107
2013,"42091",Montgomery,"5th Quintile",360448,14121,0.041,0.000
2013,"42091",Montgomery,"4th Quintile",156986,-3306,-0.021,0.062
2013,"42091",Montgomery,"3rd Quintile",101447,-7069,-0.065,0.106
2013,"42091",Montgomery,"2nd Quintile",60578,-7525,-0.110,0.151
2013,"42091",Montgomery,"1st Quintile",23521,-4147,-0.150,0.191
2012,"42091",Montgomery,Top 5 Percent,608782,-9833,-0.016,0.008
2012,"42091",Montgomery,All,102627,-5527,-0.051,0.043
2012,"42091",Montgomery,"5th Quintile",343406,-2921,-0.008,0.000
2012,"42091",Montgomery,"4th Quintile",154882,-5410,-0.034,0.026
2012,"42091",Montgomery,"3rd Quintile",102699,-5817,-0.054,0.046
2012,"42091",Montgomery,"2nd Quintile",62671,-5432,-0.080,0.072
2012,"42091",Montgomery,"1st Quintile",24503,-3165,-0.114,0.106
2023,"42091",Montgomery,Top 5 Percent,724853,106238,0.172,-0.044
2023,"42091",Montgomery,All,106748,-1406,-0.013,0.141
2023,"42091",Montgomery,"5th Quintile",390757,44430,0.128,0.000
2023,"42091",Montgomery,"4th Quintile",167201,6909,0.043,0.085
2023,"42091",Montgomery,"3rd Quintile",107419,-1097,-0.010,0.138
2023,"42091",Montgomery,"2nd Quintile",64682,-3421,-0.050,0.178
2023,"42091",Montgomery,"1st Quintile",23264,-4404,-0.159,0.287
2022,"42091",Montgomery,Top 5 Percent,710951,92336,0.149,-0.006
2022,"42091",Montgomery,All,111217,3063,0.028,0.115
2022,"42091",Montgomery,"5th Quintile",395720,49393,0.143,0.000
2022,"42091",Montgomery,"4th Quintile",172704,12412,0.077,0.066
2022,"42091",Montgomery,"3rd Quintile",112025,3509,0.032,0.111
2022,"42091",Montgomery,"2nd Quintile",67297,-806,-0.012,0.155
2022,"42091",Montgomery,"1st Quintile",25485,-2183,-0.079,0.222
2021,"42091",Montgomery,Top 5 Percent,685885,67270,0.109,0.004
2021,"42091",Montgomery,All,115810,7656,0.071,0.042
2021,"42091",Montgomery,"5th Quintile",385447,39120,0.113,0.000
2021,"42091",Montgomery,"4th Quintile",176358,16066,0.100,0.013
2021,"42091",Montgomery,"3rd Quintile",116425,7909,0.073,0.040
2021,"42091",Montgomery,"2nd Quintile",69846,1743,0.026,0.087
2021,"42091",Montgomery,"1st Quintile",24755,-2913,-0.105,0.218
2019,"42091",Montgomery,Top 5 Percent,679836,61221,0.099,-0.002
2019,"42091",Montgomery,All,110355,2201,0.020,0.077
2019,"42091",Montgomery,"5th Quintile",380085,33758,0.097,0.000
2019,"42091",Montgomery,"4th Quintile",171557,11265,0.070,0.027
2019,"42091",Montgomery,"3rd Quintile",111427,2911,0.027,0.070
2019,"42091",Montgomery,"2nd Quintile",69239,1136,0.017,0.080
2019,"42091",Montgomery,"1st Quintile",27209,-459,-0.017,0.114
2018,"42091",Montgomery,Top 5 Percent,702960,84345,0.136,-0.021
2018,"42091",Montgomery,All,109704,1550,0.014,0.101
2018,"42091",Montgomery,"5th Quintile",386094,39767,0.115,0.000
2018,"42091",Montgomery,"4th Quintile",169888,9596,0.060,0.055
2018,"42091",Montgomery,"3rd Quintile",109243,727,0.007,0.108
2018,"42091",Montgomery,"2nd Quintile",67383,-720,-0.011,0.126
2018,"42091",Montgomery,"1st Quintile",26472,-1196,-0.043,0.158
2011,"42101",Philadelphia,Top 5 Percent,317573,21023,0.071,-0.055
2011,"42101",Philadelphia,All,46573,-3917,-0.078,0.094
2011,"42101",Philadelphia,"5th Quintile",182698,2928,0.016,0.000
2011,"42101",Philadelphia,"4th Quintile",80201,-3881,-0.046,0.062
2011,"42101",Philadelphia,"3rd Quintile",46965,-3660,-0.072,0.088
2011,"42101",Philadelphia,"2nd Quintile",25204,-1895,-0.070,0.086
2011,"42101",Philadelphia,"1st Quintile",8560,-163,-0.019,0.035
2010,"42101",Philadelphia,Top 5 Percent,314489,17939,0.060,-0.043
2010,"42101",Philadelphia,All,48330,-2160,-0.043,0.060
2010,"42101",Philadelphia,"5th Quintile",182784,3014,0.017,0.000
2010,"42101",Philadelphia,"4th Quintile",81461,-2621,-0.031,0.048
2010,"42101",Philadelphia,"3rd Quintile",48475,-2150,-0.042,0.059
2010,"42101",Philadelphia,"2nd Quintile",25649,-1450,-0.054,0.071
2010,"42101",Philadelphia,"1st Quintile",7997,-726,-0.083,0.100
2009,"42101",Philadelphia,Top 5 Percent,354227,57677,0.194,-0.085
2009,"42101",Philadelphia,All,52889,2399,0.048,0.061
2009,"42101",Philadelphia,"5th Quintile",199362,19592,0.109,0.000
2009,"42101",Philadelphia,"4th Quintile",87648,3566,0.042,0.067
2009,"42101",Philadelphia,"3rd Quintile",53164,2539,0.050,0.059
2009,"42101",Philadelphia,"2nd Quintile",28411,1312,0.048,0.061
2009,"42101",Philadelphia,"1st Quintile",9087,364,0.042,0.067
2008,"42101",Philadelphia,Top 5 Percent,309883,13333,0.045,-0.023
2008,"42101",Philadelphia,All,52607,2117,0.042,-0.020
2008,"42101",Philadelphia,"5th Quintile",183751,3981,0.022,0.000
2008,"42101",Philadelphia,"4th Quintile",85743,1661,0.020,0.002
2008,"42101",Philadelphia,"3rd Quintile",52852,2227,0.044,-0.022
2008,"42101",Philadelphia,"2nd Quintile",28149,1050,0.039,-0.017
2008,"42101",Philadelphia,"1st Quintile",9589,866,0.099,-0.077
2007,"42101",Philadelphia,Top 5 Percent,342115,45565,0.154,-0.081
2007,"42101",Philadelphia,All,52251,1761,0.035,0.038
2007,"42101",Philadelphia,"5th Quintile",192940,13170,0.073,0.000
2007,"42101",Philadelphia,"4th Quintile",86667,2585,0.031,0.042
2007,"42101",Philadelphia,"3rd Quintile",52453,1828,0.036,0.037
2007,"42101",Philadelphia,"2nd Quintile",29094,1995,0.074,-0.001
2007,"42101",Philadelphia,"1st Quintile",10232,1509,0.173,-0.100
2006,"42101",Philadelphia,Top 5 Percent,296550,0,0.000,0.000
2006,"42101",Philadelphia,All,50490,0,0.000,0.000
2006,"42101",Philadelphia,"5th Quintile",179770,0,0.000,0.000
2006,"42101",Philadelphia,"4th Quintile",84082,0,0.000,0.000
2006,"42101",Philadelphia,"3rd Quintile",50625,0,0.000,0.000
2006,"42101",Philadelphia,"2nd Quintile",27099,0,0.000,0.000
2006,"42101",Philadelphia,"1st Quintile",8723,0,0.000,0.000
2017,"42101",Philadelphia,Top 5 Percent,398278,101728,0.343,-0.129
2017,"42101",Philadelphia,All,49580,-910,-0.018,0.232
2017,"42101",Philadelphia,"5th Quintile",218218,38448,0.214,0.000
2017,"42101",Philadelphia,"4th Quintile",88331,4249,0.051,0.163
2017,"42101",Philadelphia,"3rd Quintile",49651,-974,-0.019,0.233
2017,"42101",Philadelphia,"2nd Quintile",23041,-4058,-0.150,0.364
2017,"42101",Philadelphia,"1st Quintile",3956,-4767,-0.546,0.760
2016,"42101",Philadelphia,Top 5 Percent,362118,65568,0.221,-0.062
2016,"42101",Philadelphia,All,52786,2296,0.045,0.114
2016,"42101",Philadelphia,"5th Quintile",208285,28515,0.159,0.000
2016,"42101",Philadelphia,"4th Quintile",90046,5964,0.071,0.088
2016,"42101",Philadelphia,"3rd Quintile",52972,2347,0.046,0.113
2016,"42101",Philadelphia,"2nd Quintile",28353,1254,0.046,0.113
2016,"42101",Philadelphia,"1st Quintile",7860,-863,-0.099,0.258
2015,"42101",Philadelphia,Top 5 Percent,356784,60234,0.203,-0.064
2015,"42101",Philadelphia,All,53190,2700,0.053,0.086
2015,"42101",Philadelphia,"5th Quintile",204730,24960,0.139,0.000
2015,"42101",Philadelphia,"4th Quintile",89140,5058,0.060,0.079
2015,"42101",Philadelphia,"3rd Quintile",53305,2680,0.053,0.086
2015,"42101",Philadelphia,"2nd Quintile",28804,1705,0.063,0.076
2015,"42101",Philadelphia,"1st Quintile",9505,782,0.090,0.049
2014,"42101",Philadelphia,Top 5 Percent,366657,70107,0.236,-0.120
2014,"42101",Philadelphia,All,50452,-38,-0.001,0.117
2014,"42101",Philadelphia,"5th Quintile",200592,20822,0.116,0.000
2014,"42101",Philadelphia,"4th Quintile",82772,-1310,-0.016,0.132
2014,"42101",Philadelphia,"3rd Quintile",50289,-336,-0.007,0.123
2014,"42101",Philadelphia,"2nd Quintile",27530,431,0.016,0.100
2014,"42101",Philadelphia,"1st Quintile",9071,348,0.040,0.076
2013,"42101",Philadelphia,Top 5 Percent,354114,57564,0.194,-0.111
2013,"42101",Philadelphia,All,48393,-2097,-0.042,0.125
2013,"42101",Philadelphia,"5th Quintile",194617,14847,0.083,0.000
2013,"42101",Philadelphia,"4th Quintile",80622,-3460,-0.041,0.124
2013,"42101",Philadelphia,"3rd Quintile",48599,-2026,-0.040,0.123
2013,"42101",Philadelphia,"2nd Quintile",26363,-736,-0.027,0.110
2013,"42101",Philadelphia,"1st Quintile",8549,-174,-0.020,0.103
2012,"42101",Philadelphia,Top 5 Percent,342567,46017,0.155,-0.095
2012,"42101",Philadelphia,All,47192,-3298,-0.065,0.125
2012,"42101",Philadelphia,"5th Quintile",190617,10847,0.060,0.000
2012,"42101",Philadelphia,"4th Quintile",80697,-3385,-0.040,0.100
2012,"42101",Philadelphia,"3rd Quintile",47643,-2982,-0.059,0.119
2012,"42101",Philadelphia,"2nd Quintile",26213,-886,-0.033,0.093
2012,"42101",Philadelphia,"1st Quintile",8831,108,0.012,0.048
2023,"42101",Philadelphia,Top 5 Percent,423218,126668,0.427,-0.135
2023,"42101",Philadelphia,All,60302,9812,0.194,0.098
2023,"42101",Philadelphia,"5th Quintile",232221,52451,0.292,0.000
2023,"42101",Philadelphia,"4th Quintile",98037,13955,0.166,0.126
2023,"42101",Philadelphia,"3rd Quintile",60108,9483,0.187,0.105
2023,"42101",Philadelphia,"2nd Quintile",32686,5587,0.206,0.086
2023,"42101",Philadelphia,"1st Quintile",9469,746,0.086,0.206
2022,"42101",Philadelphia,Top 5 Percent,410223,113673,0.383,-0.085
2022,"42101",Philadelphia,All,58848,8358,0.166,0.132
2022,"42101",Philadelphia,"5th Quintile",233314,53544,0.298,0.000
2022,"42101",Philadelphia,"4th Quintile",98309,14227,0.169,0.129
2022,"42101",Philadelphia,"3rd Quintile",58928,8303,0.164,0.134
2022,"42101",Philadelphia,"2nd Quintile",31579,4480,0.165,0.133
2022,"42101",Philadelphia,"1st Quintile",9473,750,0.086,0.212
2021,"42101",Philadelphia,Top 5 Percent,412388,115838,0.391,-0.086
2021,"42101",Philadelphia,All,59538,9048,0.179,0.126
2021,"42101",Philadelphia,"5th Quintile",234570,54800,0.305,0.000
2021,"42101",Philadelphia,"4th Quintile",102083,18001,0.214,0.091
2021,"42101",Philadelphia,"3rd Quintile",60123,9498,0.188,0.117
2021,"42101",Philadelphia,"2nd Quintile",31470,4371,0.161,0.144
2021,"42101",Philadelphia,"1st Quintile",9204,481,0.055,0.250
2019,"42101",Philadelphia,Top 5 Percent,455604,159054,0.536,-0.189
2019,"42101",Philadelphia,All,56759,6269,0.124,0.223
2019,"42101",Philadelphia,"5th Quintile",242223,62453,0.347,0.000
2019,"42101",Philadelphia,"4th Quintile",94739,10657,0.127,0.220
2019,"42101",Philadelphia,"3rd Quintile",56793,6168,0.122,0.225
2019,"42101",Philadelphia,"2nd Quintile",31407,4308,0.159,0.188
2019,"42101",Philadelphia,"1st Quintile",9719,996,0.114,0.233
2018,"42101",Philadelphia,Top 5 Percent,423792,127242,0.429,-0.143
2018,"42101",Philadelphia,All,56136,5646,0.112,0.174
2018,"42101",Philadelphia,"5th Quintile",231130,51360,0.286,0.000
2018,"42101",Philadelphia,"4th Quintile",94396,10314,0.123,0.163
2018,"42101",Philadelphia,"3rd Quintile",55898,5273,0.104,0.182
2018,"42101",Philadelphia,"2nd Quintile",29310,2211,0.082,0.204
2018,"42101",Philadelphia,"1st Quintile",9383,660,0.076,0.210
